log_id,user_id,session_id,timestamp,date,country,city,device_type,browser,service_name,request_type,traffic_source,campaign_name,campaign_type,customer_segment,subscription_type,engagement_score,time_on_page_seconds,pages_visited,bounce_rate,demo_requested,event_registered,ai_assistant_used,sale_confirmed,revenue,profit,customer_value,service_rating,renewal_status,response_time_ms,response_code,error_flag,sales_target
268344,U268344,S730981,2026-03-01 16:57:25,2026-03-01,Ghana,Accra,Mobile,Edge,Automated Risk Assessment,Technical Support,Organic Search,Threat Monitoring Promo,Referral Campaign,Financial Institution,Free Trial,51,773,8,0.36,0,0,0,0,0,0.0,1420,1.6,Not Applicable,491,403,1,10995.12
314611,U314611,S914978,2026-03-13 14:20:31,2026-03-13,South Africa,Durban,Laptop,Chrome,Automated Risk Assessment,Product Inquiry,Facebook,SME Security Awareness,Referral Campaign,Government Agency,Free Trial,32,141,7,0.21,0,0,0,0,0,0.0,990,2.9,Not Applicable,552,200,0,12328.42
90774,U090774,S425816,2026-01-09 22:32:06,2026-01-09,Rwanda,Kigali,Mobile,Chrome,AI Cyber Assistant,Pricing Request,Referral,Banking Cyber Resilience,Social Media,Large Enterprise,Enterprise,46,751,11,0.14,0,0,0,1,9163,3586.69,10633,2.5,Pending,432,301,1,6357.78
125600,U125600,S755039,2026-02-10 19:24:29,2026-02-10,Zimbabwe,Harare,Mobile,Chrome,AI Cyber Assistant,Event Registration,Google Ads,Government Digital Safety,Awareness Campaign,Government Agency,Free Trial,90,133,3,0.67,0,1,0,0,0,0.0,1950,2.2,Not Applicable,673,200,0,7507.97
173476,U173476,S558538,2026-01-06 14:49:04,2026-01-06,Mozambique,Maputo,Mobile,Chrome,Automated Risk Assessment,Schedule Demo,Email Campaign,Banking Cyber Resilience,Webinar,Technology Partner,Enterprise,83,415,5,0.15,1,0,0,0,0,0.0,1910,2.8,Pending,236,200,0,9038.18
70742,U070742,S118369,2026-01-12 16:36:19,2026-01-12,Zambia,Ndola,Laptop,Safari,Automated Risk Assessment,Technical Support,Organic Search,Threat Monitoring Promo,Social Media,Technology Partner,Free Trial,61,661,10,0.51,0,0,0,0,0,0.0,1720,2.0,Not Applicable,100,200,0,7747.47
175528,U175528,S302457,2026-03-20 08:43:27,2026-03-20,Mozambique,Beira,Tablet,Chrome,Digital Infrastructure Prototyping,AI Assistant Query,Email Campaign,CyberShield Launch,Email Campaign,Large Enterprise,Professional,62,401,10,0.08,0,0,1,1,20103,5517.69,21843,2.9,Pending,459,200,0,22130.78
177522,U177522,S939793,2026-02-08 15:36:41,2026-02-08,Namibia,Swakopmund,Mobile,Safari,AI Cyber Assistant,Product Inquiry,Facebook,Government Digital Safety,Email Campaign,Technology Partner,Basic,42,551,6,0.07,0,0,0,0,0,0.0,1140,2.0,Pending,858,500,1,7569.75
440957,U440957,S980516,2026-01-16 02:25:46,2026-01-16,Zambia,Lusaka,Laptop,Edge,Real-Time Threat Monitoring,AI Assistant Query,LinkedIn Ads,Banking Cyber Resilience,Search Ads,SME,Basic,21,339,1,0.06,1,0,1,0,0,0.0,470,4.5,Not Applicable,1162,200,0,15191.11
298052,U298052,S989873,2026-04-06 15:02:49,2026-04-06,Rwanda,Kigali,Mobile,Firefox,AI Cyber Assistant,Event Registration,LinkedIn Ads,Banking Cyber Resilience,Awareness Campaign,Financial Institution,Basic,82,243,5,0.69,0,1,0,1,7994,2425.66,9884,3.5,Renewed,583,400,1,8459.33
227751,U227751,S563094,2026-03-22 13:29:21,2026-03-22,Namibia,Swakopmund,Laptop,Firefox,AI Cyber Assistant,Product Inquiry,Google Ads,Government Digital Safety,Awareness Campaign,Technology Partner,Professional,21,220,12,0.08,0,0,1,0,0,0.0,1020,3.0,At Risk,928,404,1,6156.33
378129,U378129,S697159,2026-03-04 07:07:31,2026-03-04,Botswana,Gaborone,Mobile,Safari,Digital Infrastructure Prototyping,Technical Support,LinkedIn Ads,Threat Monitoring Promo,Email Campaign,Financial Institution,Professional,93,592,5,0.7,0,0,0,0,0,0.0,2110,3.4,Renewed,372,200,0,24164.26
96755,U096755,S344084,2026-03-26 22:33:48,2026-03-26,Botswana,Palapye,Tablet,Firefox,Real-Time Threat Monitoring,Event Registration,Google Ads,CyberShield Launch,Awareness Campaign,Government Agency,Professional,86,114,4,0.64,0,1,0,0,0,0.0,1920,4.2,Not Applicable,297,200,0,11308.4
138292,U138292,S468344,2026-03-09 00:41:41,2026-03-09,Zambia,Ndola,Laptop,Safari,Digital Infrastructure Prototyping,Product Inquiry,Facebook,SME Security Awareness,Email Campaign,Government Agency,Enterprise,45,145,6,0.56,0,0,1,0,0,0.0,1200,4.1,Renewed,100,200,0,17199.74
304494,U304494,S640892,2026-03-26 20:33:34,2026-03-26,Zimbabwe,Bulawayo,Laptop,Edge,AI Cyber Assistant,Product Inquiry,Organic Search,CyberShield Launch,Social Media,Technology Partner,Basic,25,521,14,0.55,0,0,0,0,0,0.0,1200,4.4,At Risk,392,200,0,5233.94
251505,U251505,S133919,2026-01-26 19:36:44,2026-01-26,Mozambique,Maputo,Desktop,Chrome,Predictive System Maintenance,Technical Support,Direct,Banking Cyber Resilience,Email Campaign,Financial Institution,Basic,67,342,6,0.61,0,0,0,0,0,0.0,1640,4.0,Pending,624,400,1,12960.4
274161,U274161,S700357,2026-05-07 00:38:59,2026-05-07,Nigeria,Lagos,Tablet,Edge,AI Cyber Assistant,Event Registration,LinkedIn Ads,Government Digital Safety,Awareness Campaign,Large Enterprise,Professional,95,734,5,0.84,0,1,0,0,0,0.0,2150,3.2,At Risk,470,403,1,8068.29
65153,U065153,S543925,2026-02-28 07:28:23,2026-02-28,Kenya,Nairobi,Tablet,Firefox,Real-Time Threat Monitoring,AI Assistant Query,Google Ads,SME Security Awareness,Email Campaign,Large Enterprise,Free Trial,50,665,14,0.38,0,1,1,0,0,0.0,1700,2.0,Not Applicable,577,500,1,11020.13
111069,U111069,S190351,2026-01-19 22:33:10,2026-01-19,Kenya,Nairobi,Desktop,Chrome,AI Cyber Assistant,Schedule Demo,Facebook,CyberShield Launch,Social Media,Financial Institution,Professional,73,192,7,0.35,1,0,0,0,0,0.0,1810,3.8,Renewed,332,301,1,8116.32
189480,U189480,S651057,2026-04-07 03:01:23,2026-04-07,Nigeria,Lagos,Tablet,Safari,Automated Risk Assessment,Pricing Request,Direct,Banking Cyber Resilience,Webinar,SME,Basic,94,706,9,0.77,0,0,0,0,0,0.0,2330,3.0,Not Applicable,700,200,0,11968.01
88566,U088566,S220751,2026-02-05 01:21:18,2026-02-05,Botswana,Maun,Laptop,Safari,Digital Infrastructure Prototyping,Product Inquiry,Google Ads,Government Digital Safety,Search Ads,SME,Free Trial,65,74,12,0.53,0,0,0,0,0,0.0,1900,3.9,Not Applicable,510,301,1,22956.48
191856,U191856,S272989,2026-02-04 19:20:40,2026-02-04,South Africa,Johannesburg,Mobile,Chrome,Predictive System Maintenance,Schedule Demo,Referral,Government Digital Safety,Referral Campaign,Technology Partner,Basic,44,248,11,0.2,1,0,0,0,0,0.0,1430,4.5,Not Applicable,536,403,1,18926.57
382504,U382504,S704590,2026-03-15 00:02:57,2026-03-15,Rwanda,Kigali,Laptop,Firefox,Real-Time Threat Monitoring,Schedule Demo,Referral,Government Digital Safety,Social Media,Technology Partner,Professional,72,647,12,0.33,1,0,0,0,0,0.0,2040,2.8,Not Applicable,418,200,0,11552.17
467911,U467911,S192950,2026-04-30 11:35:41,2026-04-30,South Africa,Johannesburg,Tablet,Firefox,AI Cyber Assistant,Product Inquiry,Organic Search,AI Assistant Webinar,Awareness Campaign,SME,Basic,38,634,12,0.54,0,0,0,0,0,0.0,1360,4.2,Renewed,438,404,1,7383.06
59539,U059539,S621562,2026-02-28 10:46:32,2026-02-28,Ghana,Accra,Desktop,Safari,Digital Infrastructure Prototyping,Product Inquiry,Google Ads,SME Security Awareness,Email Campaign,SME,Free Trial,52,250,5,0.11,0,0,0,0,0,0.0,1290,1.6,Not Applicable,418,200,0,22070.91
170399,U170399,S110637,2026-01-02 18:09:03,2026-01-02,Botswana,Francistown,Desktop,Safari,Digital Infrastructure Prototyping,Product Inquiry,LinkedIn Ads,AI Assistant Webinar,Referral Campaign,SME,Professional,73,266,4,0.26,0,0,0,1,19155,7877.98,20815,4.7,Not Applicable,598,404,1,20094.79
261946,U261946,S444405,2026-02-09 09:42:19,2026-02-09,Kenya,Mombasa,Desktop,Edge,AI Cyber Assistant,AI Assistant Query,Direct,Government Digital Safety,Referral Campaign,Government Agency,Enterprise,73,423,2,0.81,0,0,1,0,0,0.0,1560,3.7,Renewed,364,200,0,8293.31
254518,U254518,S345414,2026-03-29 01:41:45,2026-03-29,Nigeria,Abuja,Desktop,Edge,Predictive System Maintenance,Schedule Demo,Google Ads,AI Assistant Webinar,Email Campaign,Government Agency,Professional,82,371,14,0.71,1,0,1,0,0,0.0,2340,4.2,Pending,269,403,1,18997.49
180204,U180204,S539215,2026-01-23 21:20:44,2026-01-23,Namibia,Swakopmund,Laptop,Chrome,Predictive System Maintenance,Technical Support,Google Ads,CyberShield Launch,Search Ads,Government Agency,Professional,78,284,14,0.52,0,0,1,0,0,0.0,2260,1.9,Renewed,709,403,1,15431.89
23855,U023855,S742063,2026-04-24 07:09:46,2026-04-24,Zambia,Lusaka,Mobile,Firefox,Predictive System Maintenance,Event Registration,Organic Search,SME Security Awareness,Social Media,Financial Institution,Free Trial,36,142,10,0.33,0,1,0,0,0,0.0,1220,1.7,Not Applicable,831,200,0,16917.52
52520,U052520,S409103,2026-02-23 17:04:47,2026-02-23,Zambia,Lusaka,Tablet,Edge,AI Cyber Assistant,Schedule Demo,Referral,Threat Monitoring Promo,Webinar,SME,Free Trial,23,207,5,0.83,1,0,1,1,7102,2648.45,7812,3.6,Not Applicable,197,404,1,6145.64
439654,U439654,S287257,2026-04-26 11:35:00,2026-04-26,Kenya,Nairobi,Tablet,Firefox,Predictive System Maintenance,Schedule Demo,LinkedIn Ads,Threat Monitoring Promo,Search Ads,Government Agency,Basic,98,344,4,0.3,1,0,0,0,0,0.0,2160,1.9,Pending,1158,200,0,15881.44
400735,U400735,S136187,2026-05-11 09:18:06,2026-05-11,Mozambique,Maputo,Laptop,Chrome,Real-Time Threat Monitoring,Event Registration,Email Campaign,AI Assistant Webinar,Social Media,Technology Partner,Basic,66,183,9,0.49,0,1,0,0,0,0.0,1770,2.6,Pending,455,200,0,15812.04
403541,U403541,S300335,2026-04-26 14:27:41,2026-04-26,Namibia,Swakopmund,Laptop,Edge,AI Cyber Assistant,AI Assistant Query,Email Campaign,Government Digital Safety,Referral Campaign,SME,Professional,43,373,9,0.42,0,0,1,0,0,0.0,1310,2.3,Pending,870,500,1,6960.87
90964,U090964,S771971,2026-01-05 20:57:39,2026-01-05,Ghana,Kumasi,Desktop,Chrome,Digital Infrastructure Prototyping,Product Inquiry,Google Ads,SME Security Awareness,Webinar,Technology Partner,Professional,32,357,5,0.65,0,0,0,0,0,0.0,890,2.8,At Risk,914,403,1,16630.74
309874,U309874,S410329,2026-03-29 07:45:45,2026-03-29,Botswana,Maun,Mobile,Firefox,AI Cyber Assistant,Product Inquiry,LinkedIn Ads,SME Security Awareness,Email Campaign,Financial Institution,Professional,64,730,8,0.07,0,0,0,0,0,0.0,1680,2.0,Pending,729,403,1,6032.74
427529,U427529,S440359,2026-02-19 19:44:52,2026-02-19,Mozambique,Maputo,Laptop,Edge,Digital Infrastructure Prototyping,Technical Support,Google Ads,Banking Cyber Resilience,Social Media,Financial Institution,Basic,100,830,6,0.46,0,0,1,0,0,0.0,2300,2.3,Renewed,676,400,1,14604.23
231585,U231585,S497939,2026-03-09 07:54:22,2026-03-09,Zimbabwe,Bulawayo,Desktop,Chrome,Digital Infrastructure Prototyping,Schedule Demo,Google Ads,Threat Monitoring Promo,Referral Campaign,Financial Institution,Professional,52,247,5,0.36,1,0,1,0,0,0.0,1290,1.9,Not Applicable,198,200,0,24261.18
437771,U437771,S271764,2026-04-06 00:14:55,2026-04-06,Botswana,Gaborone,Desktop,Chrome,Digital Infrastructure Prototyping,AI Assistant Query,Organic Search,CyberShield Launch,Webinar,Financial Institution,Enterprise,74,41,11,0.39,0,0,1,0,0,0.0,2030,2.6,Renewed,253,301,1,19378.77
364399,U364399,S423216,2026-01-19 11:10:22,2026-01-19,Nigeria,Lagos,Mobile,Firefox,Predictive System Maintenance,Pricing Request,Direct,Banking Cyber Resilience,Referral Campaign,Technology Partner,Enterprise,50,897,3,0.56,1,0,0,0,0,0.0,1150,4.1,At Risk,531,200,0,13193.7
360240,U360240,S745730,2026-02-19 00:11:18,2026-02-19,Zimbabwe,Harare,Laptop,Edge,AI Cyber Assistant,Pricing Request,Google Ads,Banking Cyber Resilience,Social Media,Large Enterprise,Professional,69,598,13,0.28,1,0,0,0,0,0.0,2030,3.6,Pending,618,404,1,6883.06
312524,U312524,S147657,2026-01-23 21:36:25,2026-01-23,Rwanda,Kigali,Desktop,Safari,Digital Infrastructure Prototyping,Schedule Demo,Email Campaign,CyberShield Launch,Webinar,Large Enterprise,Basic,100,250,11,0.71,1,0,0,0,0,0.0,2550,2.5,Renewed,820,400,1,20182.74
449439,U449439,S839782,2026-04-14 07:33:25,2026-04-14,Ghana,Accra,Mobile,Firefox,Real-Time Threat Monitoring,Product Inquiry,Facebook,Government Digital Safety,Referral Campaign,Large Enterprise,Basic,36,112,12,0.8,0,0,0,0,0,0.0,1320,1.9,Pending,685,200,0,14540.61
384531,U384531,S547734,2026-01-07 08:49:04,2026-01-07,Kenya,Nairobi,Tablet,Safari,AI Cyber Assistant,Schedule Demo,Referral,Threat Monitoring Promo,Referral Campaign,Large Enterprise,Basic,39,815,3,0.18,1,0,1,0,0,0.0,930,3.9,Pending,807,200,0,7792.21
467932,U467932,S367441,2026-02-02 22:41:52,2026-02-02,Ghana,Accra,Mobile,Edge,AI Cyber Assistant,Event Registration,Facebook,CyberShield Launch,Webinar,Government Agency,Free Trial,97,886,4,0.8,0,1,0,0,0,0.0,2140,3.5,Not Applicable,520,200,0,6976.41
482311,U482311,S693125,2026-05-01 06:53:51,2026-05-01,Zimbabwe,Harare,Desktop,Edge,Predictive System Maintenance,Event Registration,Referral,SME Security Awareness,Social Media,Financial Institution,Basic,77,136,13,0.77,0,1,1,1,17567,6321.8,19757,3.2,Renewed,325,200,0,19026.33
15803,U015803,S174209,2026-01-30 14:04:12,2026-01-30,Nigeria,Lagos,Mobile,Edge,AI Cyber Assistant,Event Registration,Facebook,Banking Cyber Resilience,Email Campaign,Financial Institution,Basic,32,378,10,0.36,0,1,1,0,0,0.0,1140,4.2,At Risk,572,500,1,7002.45
124500,U124500,S999453,2026-04-28 22:41:27,2026-04-28,Mozambique,Maputo,Laptop,Chrome,Automated Risk Assessment,Technical Support,LinkedIn Ads,Banking Cyber Resilience,Awareness Campaign,Government Agency,Free Trial,70,74,6,0.12,0,0,0,0,0,0.0,1700,3.3,Not Applicable,649,200,0,9061.72
453602,U453602,S757726,2026-05-12 01:16:20,2026-05-12,Zambia,Lusaka,Mobile,Firefox,Digital Infrastructure Prototyping,Technical Support,LinkedIn Ads,Threat Monitoring Promo,Referral Campaign,Technology Partner,Enterprise,62,497,5,0.15,0,0,0,0,0,0.0,1490,2.8,Renewed,665,403,1,18374.58
363408,U363408,S369250,2026-03-14 02:44:32,2026-03-14,South Africa,Pretoria,Tablet,Edge,Real-Time Threat Monitoring,Pricing Request,Direct,Threat Monitoring Promo,Webinar,Technology Partner,Free Trial,27,728,7,0.34,0,0,0,0,0,0.0,890,3.3,Not Applicable,532,301,1,10748.76
267191,U267191,S698526,2026-03-13 15:10:02,2026-03-13,Zambia,Lusaka,Mobile,Chrome,AI Cyber Assistant,Event Registration,Organic Search,SME Security Awareness,Email Campaign,SME,Enterprise,76,437,4,0.1,0,1,0,0,0,0.0,1720,2.1,Not Applicable,738,200,0,6889.3
152699,U152699,S789722,2026-02-19 12:41:56,2026-02-19,Ghana,Kumasi,Mobile,Firefox,AI Cyber Assistant,Event Registration,Facebook,Banking Cyber Resilience,Awareness Campaign,Government Agency,Professional,47,574,13,0.53,0,1,0,1,7997,2247.79,9587,4.5,At Risk,1009,200,0,5562.54
13578,U013578,S868447,2026-04-22 15:32:13,2026-04-22,Zambia,Lusaka,Mobile,Edge,AI Cyber Assistant,Product Inquiry,LinkedIn Ads,SME Security Awareness,Email Campaign,Financial Institution,Professional,93,813,7,0.07,0,0,0,1,7133,2257.17,9343,3.7,Renewed,451,500,1,7968.87
207400,U207400,S597634,2026-01-12 14:35:26,2026-01-12,Zimbabwe,Harare,Mobile,Chrome,Predictive System Maintenance,Product Inquiry,Email Campaign,SME Security Awareness,Webinar,Government Agency,Free Trial,24,106,6,0.49,0,0,1,0,0,0.0,780,2.5,Not Applicable,856,500,1,15959.02
284188,U284188,S296412,2026-04-17 02:29:08,2026-04-17,Namibia,Swakopmund,Laptop,Chrome,Real-Time Threat Monitoring,AI Assistant Query,Referral,CyberShield Launch,Email Campaign,Large Enterprise,Free Trial,21,848,4,0.2,0,0,1,0,0,0.0,620,2.2,Not Applicable,584,200,0,10443.68
85751,U085751,S395360,2026-01-15 19:41:47,2026-01-15,Zimbabwe,Bulawayo,Mobile,Chrome,Digital Infrastructure Prototyping,Pricing Request,LinkedIn Ads,AI Assistant Webinar,Search Ads,Large Enterprise,Basic,84,502,6,0.09,0,0,0,0,0,0.0,1980,3.7,Renewed,623,500,1,19726.64
196406,U196406,S772255,2026-05-01 17:33:04,2026-05-01,Ghana,Accra,Mobile,Firefox,Automated Risk Assessment,Schedule Demo,Direct,AI Assistant Webinar,Email Campaign,Large Enterprise,Free Trial,88,733,5,0.6,1,0,1,0,0,0.0,2010,2.6,Not Applicable,508,400,1,11794.3
220418,U220418,S255943,2026-01-17 22:56:14,2026-01-17,Mozambique,Beira,Laptop,Chrome,Real-Time Threat Monitoring,Technical Support,Google Ads,SME Security Awareness,Referral Campaign,SME,Basic,95,672,7,0.65,0,0,0,0,0,0.0,2250,2.0,Not Applicable,473,400,1,13073.52
16934,U016934,S540139,2026-04-23 06:21:18,2026-04-23,South Africa,Durban,Tablet,Chrome,Digital Infrastructure Prototyping,Schedule Demo,Referral,SME Security Awareness,Awareness Campaign,SME,Enterprise,77,105,8,0.49,1,0,1,0,0,0.0,1940,1.6,At Risk,852,404,1,24667.52
465175,U465175,S255953,2026-05-11 19:38:27,2026-05-11,Nigeria,Lagos,Tablet,Firefox,Real-Time Threat Monitoring,Product Inquiry,Google Ads,Banking Cyber Resilience,Webinar,Financial Institution,Professional,56,688,9,0.11,0,0,0,0,0,0.0,1570,3.0,Not Applicable,710,200,0,13633.17
180680,U180680,S385420,2026-02-14 06:49:20,2026-02-14,Zambia,Lusaka,Mobile,Edge,Predictive System Maintenance,Product Inquiry,Google Ads,SME Security Awareness,Social Media,Financial Institution,Free Trial,37,564,10,0.37,0,0,0,0,0,0.0,1240,2.6,Not Applicable,349,200,0,12598.21
298348,U298348,S748973,2026-05-15 20:28:53,2026-05-15,Ghana,Kumasi,Mobile,Chrome,AI Cyber Assistant,Event Registration,Direct,Government Digital Safety,Referral Campaign,Technology Partner,Free Trial,51,145,9,0.53,0,1,0,0,0,0.0,1470,4.0,Not Applicable,458,200,0,7998.25
492380,U492380,S926505,2026-01-01 06:44:27,2026-01-01,Botswana,Gaborone,Mobile,Safari,AI Cyber Assistant,Technical Support,Google Ads,CyberShield Launch,Email Campaign,Government Agency,Free Trial,100,595,13,0.66,0,0,0,0,0,0.0,2650,2.1,Not Applicable,961,200,0,7207.96
214891,U214891,S674039,2026-02-22 08:29:30,2026-02-22,Zimbabwe,Harare,Tablet,Chrome,AI Cyber Assistant,Event Registration,Direct,Threat Monitoring Promo,Email Campaign,Large Enterprise,Free Trial,74,612,4,0.8,0,1,1,1,9282,2852.43,10962,2.5,Not Applicable,247,400,1,5989.36
421285,U421285,S707745,2026-05-08 10:05:52,2026-05-08,Zambia,Ndola,Mobile,Edge,Digital Infrastructure Prototyping,Technical Support,Google Ads,Threat Monitoring Promo,Webinar,SME,Professional,49,517,12,0.72,0,0,0,0,0,0.0,1580,2.7,At Risk,521,200,0,18883.4
155297,U155297,S638090,2026-01-07 23:35:46,2026-01-07,Kenya,Mombasa,Laptop,Chrome,Automated Risk Assessment,Event Registration,Referral,Threat Monitoring Promo,Webinar,Technology Partner,Free Trial,60,832,7,0.81,1,1,1,0,0,0.0,1550,2.9,Not Applicable,449,400,1,7672.3
301683,U301683,S738189,2026-03-24 04:17:38,2026-03-24,Botswana,Palapye,Mobile,Firefox,Real-Time Threat Monitoring,Product Inquiry,Google Ads,SME Security Awareness,Search Ads,Large Enterprise,Basic,78,550,8,0.71,0,0,1,0,0,0.0,1960,2.1,Not Applicable,637,500,1,16100.31
175843,U175843,S717275,2026-04-25 21:07:07,2026-04-25,Rwanda,Kigali,Mobile,Chrome,AI Cyber Assistant,Schedule Demo,Organic Search,Banking Cyber Resilience,Search Ads,Financial Institution,Basic,53,360,10,0.39,1,0,0,0,0,0.0,1560,1.7,Pending,1015,200,0,6074.76
203434,U203434,S962685,2026-04-09 11:01:21,2026-04-09,Namibia,Swakopmund,Laptop,Firefox,Digital Infrastructure Prototyping,Product Inquiry,Referral,SME Security Awareness,Search Ads,SME,Basic,77,465,3,0.43,0,0,0,1,19803,6896.16,21493,4.2,At Risk,513,301,1,14627.05
483836,U483836,S119520,2026-04-06 02:40:16,2026-04-06,Kenya,Mombasa,Mobile,Firefox,Predictive System Maintenance,Schedule Demo,LinkedIn Ads,SME Security Awareness,Social Media,Government Agency,Basic,51,217,1,0.66,1,0,0,1,16949,8924.42,18019,3.5,Pending,336,403,1,20329.91
199041,U199041,S452342,2026-02-07 04:23:21,2026-02-07,Namibia,Windhoek,Mobile,Chrome,Digital Infrastructure Prototyping,AI Assistant Query,LinkedIn Ads,Threat Monitoring Promo,Email Campaign,Large Enterprise,Basic,95,736,10,0.46,0,0,1,1,19087,4866.2,21487,4.3,Pending,572,200,0,18743.12
411134,U411134,S482919,2026-04-30 19:06:04,2026-04-30,Rwanda,Kigali,Tablet,Firefox,Predictive System Maintenance,Pricing Request,Facebook,SME Security Awareness,Email Campaign,Financial Institution,Free Trial,28,386,7,0.12,0,0,1,0,0,0.0,910,2.0,Not Applicable,535,200,0,13078.98
387035,U387035,S562759,2026-03-26 01:46:18,2026-03-26,Zambia,Ndola,Desktop,Safari,Digital Infrastructure Prototyping,Event Registration,Email Campaign,Banking Cyber Resilience,Webinar,Government Agency,Free Trial,50,602,12,0.52,0,1,0,0,0,0.0,1600,4.4,Not Applicable,1033,200,0,19120.56
198107,U198107,S428426,2026-05-07 17:54:59,2026-05-07,Zimbabwe,Bulawayo,Tablet,Safari,Digital Infrastructure Prototyping,Event Registration,Direct,Threat Monitoring Promo,Email Campaign,Large Enterprise,Enterprise,98,528,1,0.27,0,1,0,0,0,0.0,2010,3.4,Not Applicable,905,200,0,15773.89
273037,U273037,S185131,2026-04-23 10:40:53,2026-04-23,Mozambique,Maputo,Desktop,Firefox,AI Cyber Assistant,Pricing Request,LinkedIn Ads,CyberShield Launch,Social Media,SME,Basic,98,675,13,0.82,1,0,0,0,0,0.0,2610,2.5,Renewed,741,500,1,6838.94
10338,U010338,S403638,2026-02-27 04:35:57,2026-02-27,Nigeria,Lagos,Mobile,Edge,Digital Infrastructure Prototyping,Technical Support,Facebook,CyberShield Launch,Awareness Campaign,SME,Basic,46,478,9,0.52,0,0,1,0,0,0.0,1370,4.2,Not Applicable,530,200,0,14642.4
144899,U144899,S545700,2026-01-17 21:30:49,2026-01-17,South Africa,Cape Town,Laptop,Safari,Digital Infrastructure Prototyping,Pricing Request,Direct,Government Digital Safety,Email Campaign,Government Agency,Enterprise,67,496,12,0.33,0,0,0,0,0,0.0,1940,1.8,Renewed,996,200,0,15907.08
449591,U449591,S767989,2026-04-22 16:18:47,2026-04-22,Rwanda,Kigali,Mobile,Firefox,Real-Time Threat Monitoring,Technical Support,Referral,CyberShield Launch,Email Campaign,SME,Professional,80,94,14,0.24,1,0,0,0,0,0.0,2300,1.8,Renewed,297,404,1,12272.91
63007,U063007,S163549,2026-03-23 07:48:02,2026-03-23,Kenya,Nairobi,Mobile,Firefox,AI Cyber Assistant,AI Assistant Query,Referral,Threat Monitoring Promo,Webinar,Financial Institution,Free Trial,81,683,3,0.54,0,0,1,0,0,0.0,1770,4.4,Not Applicable,591,200,0,6160.15
496418,U496418,S279443,2026-02-08 16:16:52,2026-02-08,Zimbabwe,Harare,Laptop,Safari,Predictive System Maintenance,Technical Support,Referral,Threat Monitoring Promo,Email Campaign,Large Enterprise,Free Trial,79,798,11,0.57,0,0,1,0,0,0.0,2130,2.1,Not Applicable,724,200,0,14273.58
32723,U032723,S309931,2026-03-29 06:58:31,2026-03-29,Rwanda,Kigali,Laptop,Edge,Digital Infrastructure Prototyping,Technical Support,Email Campaign,Banking Cyber Resilience,Webinar,Large Enterprise,Basic,37,297,7,0.08,1,0,0,0,0,0.0,1090,3.8,Renewed,529,403,1,22026.25
10895,U010895,S284505,2026-05-02 18:57:45,2026-05-02,Ghana,Accra,Laptop,Firefox,Real-Time Threat Monitoring,Schedule Demo,Organic Search,Threat Monitoring Promo,Email Campaign,Government Agency,Enterprise,93,578,2,0.29,1,0,0,1,12591,3335.24,14551,3.9,Pending,837,404,1,13634.07
198229,U198229,S916894,2026-01-09 21:18:08,2026-01-09,Nigeria,Abuja,Laptop,Firefox,Digital Infrastructure Prototyping,Product Inquiry,Organic Search,CyberShield Launch,Social Media,Technology Partner,Basic,47,359,14,0.65,1,1,0,0,0,0.0,1640,2.6,Not Applicable,863,403,1,24189.92
104840,U104840,S909063,2026-03-01 05:56:17,2026-03-01,Nigeria,Abuja,Laptop,Firefox,Predictive System Maintenance,Event Registration,Direct,Government Digital Safety,Webinar,Government Agency,Free Trial,29,821,3,0.6,0,1,0,0,0,0.0,730,3.3,Not Applicable,707,403,1,20894.71
132125,U132125,S907655,2026-01-20 22:11:43,2026-01-20,Zambia,Ndola,Mobile,Edge,Real-Time Threat Monitoring,Product Inquiry,Facebook,SME Security Awareness,Search Ads,Government Agency,Professional,70,568,9,0.22,0,0,0,0,0,0.0,1850,3.2,Renewed,100,200,0,12201.67
31095,U031095,S193145,2026-04-17 17:41:23,2026-04-17,Zambia,Lusaka,Desktop,Chrome,Digital Infrastructure Prototyping,Technical Support,Organic Search,SME Security Awareness,Email Campaign,Large Enterprise,Free Trial,84,189,13,0.84,1,0,0,0,0,0.0,2330,1.6,Not Applicable,582,200,0,16470.14
68670,U068670,S472012,2026-02-18 20:03:00,2026-02-18,Ghana,Kumasi,Laptop,Chrome,Digital Infrastructure Prototyping,Event Registration,Google Ads,AI Assistant Webinar,Referral Campaign,Technology Partner,Free Trial,80,454,2,0.61,0,1,0,0,0,0.0,1700,2.7,Not Applicable,820,404,1,23945.13
90997,U090997,S282437,2026-02-23 22:14:12,2026-02-23,Namibia,Swakopmund,Laptop,Firefox,Predictive System Maintenance,AI Assistant Query,Referral,Banking Cyber Resilience,Referral Campaign,Technology Partner,Basic,68,765,3,0.22,0,0,1,0,0,0.0,1510,3.1,Pending,462,403,1,17770.74
304783,U304783,S382448,2026-03-15 22:06:51,2026-03-15,Botswana,Francistown,Mobile,Chrome,Automated Risk Assessment,Pricing Request,Direct,Threat Monitoring Promo,Email Campaign,Large Enterprise,Professional,74,445,10,0.55,1,0,0,0,0,0.0,1980,1.9,Renewed,685,200,0,9628.54
488246,U488246,S378387,2026-01-29 17:14:41,2026-01-29,South Africa,Pretoria,Desktop,Chrome,AI Cyber Assistant,Schedule Demo,Facebook,Government Digital Safety,Referral Campaign,SME,Professional,90,25,9,0.23,1,0,0,1,7105,3044.98,9355,2.6,Pending,820,400,1,7416.94
